,title,abstract,pubmed_id,publication_date,keywords,doi,last_author,id_journal
13,Validation of housekeeping genes as an internal control for gene expression studies in Giardia lamblia using quantitative real-time PCR.,"
The analysis of transcript levels of specific genes is important for understanding transcriptional regulation and for the characterization of gene function. Real-time quantitative reverse transcriptase PCR (RT-qPCR) has become a powerful tool to quantify gene expression. The objective of this study was to identify reliable housekeeping genes in Giardia lamblia. Twelve genes were selected for this purpose, and their expression was analyzed in the wild type WB strain and in two strains with resistance to nitazoxanide (NTZ) and metronidazole (MTZ), respectively. RefFinder software analysis showed that the expression of the genes is different in the three strains. The integrated data from the four analyses showed that the NADH oxidase (NADH) and aldolase (ALD) genes were the most steadily expressed genes, whereas the glyceraldehyde-3-phosphate dehydrogenase gene was the most unstable. Additionally, the relative expression of seven genes were quantified in the NTZ- and MTZ-resistant strains by RT-qPCR, using the aldolase gene as the internal control, and the results showed a consistent differential pattern of expression in both strains. The housekeeping genes found in this work will facilitate the analysis of mRNA expression levels of other genes of interest in G. lamblia.
Copyright © 2016 Elsevier B.V. All rights reserved.
",26778241,2016-01-19 06:00:00,"G., lamblia, Gene, expression, Housekeeping, genes, RT-qPCR, RefFinder, program, Validation",10.1016/j.gene.2016.01.018,"Marcial-Quino, Jaime",136
14,Identification of Reference Genes for Quantitative Gene Expression Studies in Three Tissues of Japanese Quail.,"
RT-qPCR is the gold standard for candidate gene expression analysis. However, the interpretation of RT-qPCR results depends on the proper use of internal controls, i.e., reference genes. Japanese quail is an agronomic species also used as a laboratory model, but little is known about RT-qPCR reference genes for this species. Thus, we investigated 10 putative reference genes (ACTB, GAPDH, PGK1, RPS7, RPS8, RPL19, RPL32, SDHA, TBP and YWHAZ) in three different female and male quail tissues (liver, brain and pectoral muscle). Gene expression stability was evaluated with three different algorithms: geNorm, NormFinder and BestKeeper. For each tissue, a suitable set of reference genes was defined and validated by a differential analysis of gene expression between females and males (CCNH in brain and RPL19 in pectoral muscle). Collectively, our study led to the identification of suitable reference genes in liver, brain and pectoral muscle for Japanese quail, along with recommendations for the identification of reference gene sets for this species.
",30836711,2019-03-07 06:00:00,"Japanese, quail, RT-qPCR, gene, expression, reference, gene",10.3390/genes10030197,"Vitorino Carvalho, Anaïs",140
15,Developmental transcriptomics of Chinese cordyceps reveals gene regulatory network and expression profiles of sexual development-related genes.,"
Chinese cordyceps, also known as Chinese caterpillar fungus (Ophiocordyceps sinensis, syn. Cordyceps sinensis), is of particular interest for its cryptic life cycle and economic and ecological importance. The large-scale artificial cultivation was succeeded recently after several decades of efforts and attempts. However, the induction of primordium, sexual development of O. sinensis and the molecular basis of its lifestyle still remain cryptic.
The developmental transcriptomes were analyzed for six stages covering the whole developmental process, including hyphae (HY), sclerotium (ST), primordium (PR), young fruiting body (YF), developed fruiting body (DF) and mature fruiting body (MF), with a focus on the expression of sexual development-related genes. Principal component analysis revealed that the gene expression profiles at the stages of primordium formation and fruiting body development are more similar than those of the undifferentiated HY stage. The PR and MF stages grouped together, suggesting that primordium differentiation and sexual maturation have similar expression patterns. Many more DEGs were identified between the ST and HY stages, covering 47.5% of the O. sinensis genome, followed by the comparisons between the ST and PR stages. Using pairwise comparisons and weighted gene coexpression network analysis, modules of coexpressed genes and candidate hub genes for each developmental stage were identified. The four mating type loci genes expressed during primordium differentiation and sexual maturation; however, spatiotemporal specificity of gene expression indicated that they also expressed during the anamorphic HY stage. The four mating type genes were not coordinately expressed, suggesting they may have divergent roles. The expression of the four mating type genes was highest in the fertile part and lowest in the sclerotium of the MF stage, indicating that there is tissue specificity. Half of genes related to mating signaling showed as the highest expression in the ST stage, indicating fruiting was initiated in the ST stage.
These results provide a new perspective to understanding of the key pathways and hub genes, and sexual development-related gene profile in the development of Chinese cordyceps. It will be helpful for underlying sexual reproduction, and add new information to existing models of fruiting body development in edible fungi.
",31054562,2019-05-06 06:00:00,"Hub, genes, Mating, Ophiocordyceps, sinensis, Sexual, development, Spatiotemporal, specificity, Weighted, gene, coexpression, network, analysis, (WGCNA)",10.1186/s12864-019-5708-z,"Li, Xiao",34
16,Rapid Evolution of Gained Essential Developmental Functions of a Young Gene via Interactions with Other Essential Genes.,"
New genes are of recent origin and only present in a subset of species in a phylogeny. Accumulated evidence suggests that new genes, like old genes that are conserved across species, can also take on important functions and be essential for the survival and reproductive success of organisms. Although there are detailed analyses of the mechanisms underlying new genes' gaining fertility functions, how new genes rapidly become essential for viability remains unclear. We focused on a young retro-duplicated gene (CG7804, which we named Cocoon) in Drosophila that originated between 4 and 10 Ma. We found that, unlike its evolutionarily conserved parental gene, Cocoon has evolved under positive selection and accumulated many amino acid differences at functional sites from the parental gene. Despite its young age, Cocoon is essential for the survival of Drosophila melanogaster at multiple developmental stages, including the critical embryonic stage, and its expression is essential in different tissues from those of its parental gene. Functional genomic analyses found that Cocoon acquired unique DNA-binding sites and has a contrasting effect on gene expression to that of its parental gene. Importantly, Cocoon binding predominantly locates at genes that have other essential functions and/or have multiple gene-gene interactions, suggesting that Cocoon acquired novel essential function to survival through forming interactions that have large impacts on the gene interaction network. Our study is an important step toward deciphering the evolutionary trajectory by which new genes functionally diverge from parental genes and become essential.
© The Author(s) 2019. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.
",31187122,2019-06-13 06:00:00,"Drosophila, development, gene, network, lethality, retrogene, evolution",10.1093/molbev/msz137,"Lee, Yuh Chwen G",254
17,Combined analysis of dissimilar promoter accessibility and gene expression profiles identifies tissue-specific genes and actively repressed networks.,"
The assay for transposase-accessible chromatin (ATAC-seq) is a powerful method to examine chromatin accessibility. While many studies have reported a positive correlation between gene expression and promoter accessibility, few have investigated the genes that deviate from this trend. In this study, we aimed to understand the relationship between gene expression and promoter accessibility in multiple cell types while also identifying gene regulatory networks in the placenta, an understudied organ that is critical for a successful pregnancy.
We started by assaying the open chromatin landscape in the mid-gestation placenta, when the fetal vasculature has started developing. After incorporating transcriptomic data generated in the placenta at the same time point, we grouped genes based on their expression levels and ATAC-seq promoter coverage. We found that the genes with the strongest correlation (high expression and high coverage) are likely involved in housekeeping functions, whereas tissue-specific genes were highly expressed and had only medium-low coverage. We also predicted that genes with medium-low expression and high promoter coverage were actively repressed. Within this group, we extracted a protein-protein interaction network enriched for neuronal functions, likely preventing the cells from adopting a neuronal fate. We further confirmed that a repressive histone mark is bound to the promoters of genes in this network. Finally, we ran our pipeline using ATAC-seq and RNA-seq data generated in ten additional cell types. We again found that genes with the strongest correlation are enriched for housekeeping functions and that genes with medium-low promoter coverage and high expression are more likely to be tissue-specific. These results demonstrate that only two data types, both of which require relatively low starting material to generate and are becoming more commonly available, can be integrated to understand multiple aspects of gene regulation.
Within the placenta, we identified an active placenta-specific gene network as well as a repressed neuronal network. Beyond the placenta, we demonstrate that ATAC-seq data and RNA-seq data can be integrated to identify tissue-specific genes and actively repressed gene networks in multiple cell types.
",30795793,2019-02-24 06:00:00,"ATAC-seq, Gene, networks, Gene, regulation, Promoter, coverage, RNA-seq, Tissue-specific, genes",10.1186/s13072-019-0260-2,"Starks, Rebekah R",112
18,Validation of suitable reference genes for quantitative gene expression analysis in Tripterygium wilfordii.,"
Validation of suitable reference genes is critical in quantitative real-time polymerase chain reaction (qRT-PCR) analysis. Suitable and reliable reference genes for the normalization of gene expression data are characterized by high gene expression stability across tissues and different experimental conditions. This study evaluated the gene expression stability of ten reference genes commonly used in Arabidopsis thaliana for their suitability in qRT-PCR analysis in Tripterygium wilfordii Hook.f. The orthologous sequences of these ten candidate genes were identified from T. wilfordii transcriptomic data (Project No. SRX472292). Five algorithms including GeNorm, NormFinder, BestKeeper, ΔCt, and RefFinder were used to assess the gene expression stability of these putative reference genes in different plant tissues and different stress conditions. The results identified ACTINT7 and TBP as the most suitable reference genes across all samples. The gene expressions of TwHMGR (3-hydroxy-3-methylglutaryl coenzyme A reductase, KU246037.1) and of TwDXR (1-deoxy-D-xylulose-5-phosphate reductoisomerase, KJ174341.1) were investigated to validate the suitability of the reference genes. The validation analysis confirmed the suitability of ACTINT7 and TBP as the best reference genes for elucidating secondary metabolite biosynthesis pathway in T. wilfordii. In summary, this study identified the most suitable and reliable reference genes for future qRT-PCR- based studies in T. wilfordii.
",31111371,2019-05-22 06:00:00,"Gene, expression, Reference, gene, Tripterygium, wilfordii, qRT-PCR",10.1007/s11033-019-04867-8,"Zhang, Jing",255
19,Validation of reference genes for quantitative gene expression analysis in Auricularia cornea.,"
Auricularia cornea Ehrenb., previously named A. polytricha (Mont.) Sacc, has become one of the most widely cultivated mushrooms in China. Considerable research has been conducted on its cultivation, pathogen identification, proteomics, and more. However, to the best of our knowledge, no studies have been performed on reference-gene validation in this species. Formerly, reference genes were selected for their expression levels only relied upon from others species, owing to the fact that the gene stability in this species is unknown. In this study, nine candidate genes, including tubulin alpha-1A chain (TUBA1A), β-tubulin (Btu), phosphoglucomutase (Pgm), actin 1 (Act1), protein phosphatase 2A regulatory subunit (PP2A), polyubiquitin (UBQ), glyceraldehyde-3-phosphate dehydrogenase (Gapdh), 18S ribosomal protein (18S) and 28S ribosomal protein (28S), were evaluated among different strains and developmental stages. Four algorithms (i.e., geNorm, NormFinder, BestKeeper and RefFinder) were used to analyze candidate genes. The results revealed that UBQ was the most stable reference gene, while 18S was the least stable. Despite these results, the candidate genes were largely inadequate and only two were considered suitable. Based on candidate gene stability, PP2A and UBQ were identified as a set of usable interior control genes for future analyses in this species. This is the first systematic study conducted for selecting reference genes in A. cornea, and lays the foundation for identifying genes and quantifying gene expression in this species.
Copyright © 2019. Published by Elsevier B.V.
",31251967,2019-06-30 06:00:00,"Auricularia, cornea, RT-qPCR, Reference, genes, Stability",10.1016/j.mimet.2019.105658,"Jia, Ding-Hong",218
20,Genome-wide identification and analysis of the WUSCHEL-related homeobox (WOX) gene family in allotetraploid Brassica napus reveals changes in WOX genes during polyploidization.,"
WUSCHEL-related homeobox (WOX) genes encoding plant-specific homeobox (HB) transcription factors play important roles in the growth and development of plants. To date, WOX genes has been identified and analyzed in many polyploids (such as cotton and tobacco), but the evolutionary analysis of them during polyploidization is rare. With the completion of genome sequencing, allotetraploid Brassica napus and its diploid progenitors (B. rapa and B. oleracea) are a good system for studying this question.
In this study, 52, 25 and 29 WOX genes were identified in allotetraploid B. napus (2n = 4x = 38, AnCn), the An genome donor B. rapa (2n = 2x = 20, Ar) and the Cn genome donor B. oleracea (2n = 2x = 18, Co), respectively. All identified WOX genes in B. napus and its diploid progenitors were divided into three clades, and these genes were selected to perform gene structure and chromosome location analysis. The results showed that at least 70 and 67% of WOX genes maintained the same gene structure and relative position on chromosomes, respectively, indicating that WOX genes in B. napus were highly conserved at the DNA level during polyploidization. In addition, the analysis of duplicated genes and transposable elements (TEs) near WOX genes showed that whole-genome triplication (WGT) events, segmental duplication and abundant TEs played important roles in the expansion of the WOX gene family in B. napus. Moreover, the analysis of the expression profiles of WOX gene pairs with evolutionary relationships suggested that the WOX gene family may have changed at the transcriptional regulation level during polyploidization.
The results of this study increased our understanding of the WOX genes in B. napus and its diploid progenitors, providing a rich resource for further study of WOX genes in these species. In addition, the changes in WOX genes during the process of polyploidization were discussed from the aspects of gene number, gene structure, gene relative location and gene expression, which provides a reference for future polyploidization analysis.
",31023229,2019-04-27 06:00:00,"Allotetraploid, Brassica, napus, Expression, pattern, Homeobox, domain, Polyploidization, WOX, gene, family, WUSCHEL-related, homeobox, gene",10.1186/s12864-019-5684-3,"Li, Mengdi",34
21,Validation of Internal Control Genes for Quantitative Real-Time PCR Gene Expression Analysis in Morchella.,"
The reliability of qRT-PCR results depend on the stability of reference genes used for normalization, suggesting the necessity of identification of reference genes before gene expression analysis. Morels are edible mushrooms well-known across the world and highly prized by many culinary kitchens. Here, several candidate genes were selected and designed according to the Morchella importuna transcriptome data. The stability of the candidate genes was evaluated with geNorm and NormFinder under three different experimental conditions, and several genes with excellent stability were selected. The extensive adaptability of the selected genes was tested in ten Morchella species. Results from the three experimental conditions revealed that ACT1 and INTF7 were the most prominent genes in Morchella, CYC3 was the most stable gene in different development stages, INTF4/AEF3 were the top-ranked genes across carbon sources, while INTF3/CYC3 pair showed the robust stability for temperature stress treatment. We suggest using ACT1, AEF3, CYC3, INTF3, INTF4 and INTF7 as reference genes for gene expression analysis studies for any of the 10 Morchella strains tested in this study. The stability and practicality of the gene, vacuolar protein sorting (INTF3), vacuolar ATP synthase (INTF4) and14-3-3 protein (INTF7) involving the basic biological processes were validated for the first time as the candidate reference genes for quantitative PCR. Furthermore, the stability of the reference genes was found to vary under the three different experimental conditions, indicating the importance of identifying specific reference genes for particular conditions.
",30213125,2018-09-15 06:00:00,"gene, expression, analysis, housekeeping, gene, morel, normalizer, genes, qRT-PCR",10.3390/molecules23092331,"Zhang, Qianqian",267
22,Statistical approach for selection of biologically informative genes.,"
Selection of informative genes from high dimensional gene expression data has emerged as an important research area in genomics. Many gene selection techniques have been proposed so far are either based on relevancy or redundancy measure. Further, the performance of these techniques has been adjudged through post selection classification accuracy computed through a classifier using the selected genes. This performance metric may be statistically sound but may not be biologically relevant. A statistical approach, i.e. Boot-MRMR, was proposed based on a composite measure of maximum relevance and minimum redundancy, which is both statistically sound and biologically relevant for informative gene selection. For comparative evaluation of the proposed approach, we developed two biological sufficient criteria, i.e. Gene Set Enrichment with QTL (GSEQ) and biological similarity score based on Gene Ontology (GO). Further, a systematic and rigorous evaluation of the proposed technique with 12 existing gene selection techniques was carried out using five gene expression datasets. This evaluation was based on a broad spectrum of statistically sound (e.g. subject classification) and biological relevant (based on QTL and GO) criteria under a multiple criteria decision-making framework. The performance analysis showed that the proposed technique selects informative genes which are more biologically relevant. The proposed technique is also found to be quite competitive with the existing techniques with respect to subject classification and computational time. Our results also showed that under the multiple criteria decision-making setup, the proposed technique is best for informative gene selection over the available alternatives. Based on the proposed approach, an R Package, i.e. BootMRMR has been developed and available at https://cran.r-project.org/web/packages/BootMRMR. This study will provide a practical guide to select statistical techniques for selecting informative genes from high dimensional expression data for breeding and system biology studies.
Published by Elsevier B.V.
",29458166,2018-02-20 06:00:00,"Boot-MRMR, Bootstrap, Gene, Set, Enrichment, with, QTLs, Gene, sampling, Informative, genes, Subject, sampling",10.1016/j.gene.2018.02.044,"Das, Samarendra",136
